time	S1	S2	S3	S4	S5	S6
0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	0.0	0.0	0.0	0.0	0.0	0.0
1.9801980198019802	0.0	0.0	0.0	0.0	0.0	0.0
2.9702970297029703	0.0	0.0	0.0	0.0	0.0	0.0
3.9603960396039604	0.0	0.0	0.0	0.0	0.0	0.0
4.9504950495049505	0.0	0.0	0.0	0.0	0.0	0.0
5.9405940594059405	0.0	0.0	0.0	0.0	0.0	0.0
6.930693069306931	0.0	0.0	0.0	0.0	0.0	0.0
7.920792079207921	0.0	0.0	0.0	0.0	0.0	0.0
8.910891089108912	0.0	0.0	0.0	0.0	0.0	0.0
9.900990099009901	0.0	0.0	0.0	0.0	0.0	0.0
10.89108910891089	0.0	0.0	0.0	0.0	0.0	0.0
11.881188118811881	0.0	0.0	0.0	0.0	0.0	0.0
12.871287128712872	0.0	0.0	0.0	0.0	0.0	0.0
13.861386138613861	0.0	0.0	0.0	0.0	0.0	0.0
14.85148514851485	0.0	0.0	0.0	0.0	0.0	0.0
15.841584158415841	0.0	0.0	0.0	0.0	0.0	0.0
16.831683168316832	0.0	0.0	0.0	0.0	0.0	0.0
17.821782178217823	0.0	0.0	0.0	0.0	0.0	0.0
18.81188118811881	0.0	0.0	0.0	0.0	0.0	0.0
19.801980198019802	0.0	0.0	0.0	0.0	0.0	0.0
20.792079207920793	0.0	0.0	0.0	0.0	0.0	0.0
21.78217821782178	0.0	0.0	0.0	0.0	0.0	0.0
22.77227722772277	0.0	0.0	0.0	0.0	0.0	0.0
23.762376237623762	0.0	0.0	0.0	0.0	0.0	0.0
24.752475247524753	0.0	0.0	0.0	0.0	0.0	0.0
25.742574257425744	0.0	0.0	0.0	0.0	0.0	0.0
26.73267326732673	0.0	0.0	0.0	0.0	0.0	0.0
27.722772277227723	0.0	0.0	0.0	0.0	0.0	0.0
28.712871287128714	0.0	0.0	0.0	0.0	0.0	0.0
29.7029702970297	0.0	0.0	0.0	0.0	0.0	0.0
30.693069306930692	0.0	0.0	0.0	0.0	0.0	0.0
31.683168316831683	0.0	0.0	0.0	0.0	0.0	0.0
32.67326732673267	0.0	0.0	0.0	0.0	0.0	0.0
33.663366336633665	0.0	0.0	0.0	0.0	0.0	0.0
34.65346534653465	0.0	0.0	0.0	0.0	0.0	0.0
35.64356435643565	0.0	0.0	0.0	0.0	0.0	0.0
36.633663366336634	0.0	0.0	0.0	0.0	0.0	0.0
37.62376237623762	0.0	0.0	0.0	0.0	0.0	0.0
38.613861386138616	0.0	0.0	0.0	0.0	0.0	0.0
39.603960396039604	0.0	0.0	0.0	0.0	0.0	0.0
40.59405940594059	0.0	0.0	0.0	0.0	0.0	0.0
41.584158415841586	0.0	0.0	0.0	0.0	0.0	0.0
42.57425742574257	0.0	0.0	0.0	0.0	0.0	0.0
43.56435643564356	0.0	0.0	0.0	0.0	0.0	0.0
44.554455445544555	0.0	0.0	0.0	0.0	0.0	0.0
45.54455445544554	0.0	0.0	0.0	0.0	0.0	0.0
46.53465346534654	0.0	0.0	0.0	0.0	0.0	0.0
47.524752475247524	0.0	0.0	0.0	0.0	0.0	0.0
48.51485148514851	0.0	0.0	0.0	0.0	0.0	0.0
49.504950495049506	0.0	0.0	0.0	0.0	0.0	0.0
50.495049504950494	0.0	0.0	0.0	0.0	0.0	0.0
51.48514851485149	0.0	0.0	0.0	0.0	0.0	0.0
52.475247524752476	0.0	0.0	0.0	0.0	0.0	0.0
53.46534653465346	0.0	0.0	0.0	0.0	0.0	0.0
54.45544554455446	0.0	0.0	0.0	0.0	0.0	0.0
55.445544554455445	0.0	0.0	0.0	0.0	0.0	0.0
56.43564356435643	0.0	0.0	0.0	0.0	0.0	0.0
57.42574257425743	0.0	0.0	0.0	0.0	0.0	0.0
58.415841584158414	0.0	0.0	0.0	0.0	0.0	0.0
59.4059405940594	0.0	0.0	0.0	0.0	0.0	0.0
60.396039603960396	0.0	0.0	0.0	0.0	0.0	0.0
61.386138613861384	0.0	0.0	0.0	0.0	0.0	0.0
62.37623762376238	0.0	0.0	0.0	0.0	0.0	0.0
63.366336633663366	0.0	0.0	0.0	0.0	0.0	0.0
64.35643564356435	0.0	0.0	0.0	0.0	0.0	0.0
65.34653465346534	0.0	0.0	0.0	0.0	0.0	0.0
66.33663366336634	0.0	0.0	0.0	0.0	0.0	0.0
67.32673267326733	0.0	0.0	0.0	0.0	0.0	0.0
68.31683168316832	0.0	0.0	0.0	0.0	0.0	0.0
69.3069306930693	0.0	0.0	0.0	0.0	0.0	0.0
70.29702970297029	0.0	0.0	0.0	0.0	0.0	0.0
71.2871287128713	0.0	0.0	0.0	0.0	0.0	0.0
72.27722772277228	0.0	0.0	0.0	0.0	0.0	0.0
73.26732673267327	0.0	0.0	0.0	0.0	0.0	0.0
74.25742574257426	0.0	0.0	0.0	0.0	0.0	0.0
75.24752475247524	0.0	0.0	0.0	0.0	0.0	0.0
