Values[v]	Values[u]
-63.8	63.8
-63.78333649935134	63.80017093952058
-63.7686193462076	63.80066253359466
-63.755931899221295	63.80144104248798
-63.74532269729753	63.802470713528784
-63.736806404899575	63.803714432896484
-63.73036512541451	63.80513437170386
-63.725950072157694	63.80669261249548
-63.72348362769804	63.80835175001807
-63.72286181887527	63.810075463688044
-63.723957172100235	63.81182904121488
-63.72662191391787	63.81357985269457
-63.73069149853866	63.81529776965198
-63.73598835711052	63.8169555169232
-63.74232580086337	63.81852895377626
-63.74951197178951	63.81999728195172
-63.75735374475766	63.8213431780744
-63.76566047899149	63.82255285147393
-63.77424750780779	63.82361602883942
-63.782939313389676	63.82452587308279
-63.79157228347318	63.82527883983227
-63.79999703922795	63.825874477446604
-63.808080219249206	63.82631518476561
-63.81570581883681	63.82660593027472
-63.822776001325295	63.826753944127894
-63.829211450517725	63.826768392841686
-63.834951279373044	63.826660044372645
-63.83995255225971	63.82644093244378
-63.84418947295081	63.82612402690649
-63.847652279643896	63.825722917319034
-63.85034594690849	63.82525151438435
-63.852288706929436	63.824723773186456
-63.85351046642407	63.824153442148905
-63.85405116588543	63.823553839521935
-63.853959119050955	63.82293765860434
-63.85328937020128	63.82231680245805
-63.85210211814724	63.82170224865195
-63.85046118659249	63.82110394109754
-63.84843260602421	63.82053071071791
-63.84608329736682	63.81999022188198
-63.843479868366224	63.81948894314951
-63.84068753857011	63.81903214043146
-63.837769183365374	63.818623890613424
-63.834784506381716	63.818267113395606
-63.83178933681795	63.817963619287234
-63.82883504839781	63.817714171545944
-63.825968099063466	63.81751855989953
-63.823229681186056	63.817375683700625
-63.82065548506946	63.81728364307583
-63.81827556529779	63.81723983536027
-63.81611430170994	63.81724105533851
-68.26682523761211	63.77020623107158
-71.06621520743954	63.64825150464577
-72.3981689258294	63.48305873375763
-72.88529854136577	63.297086727804334
-72.96837784696949	63.102115307287235
-72.87066239810277	62.90359234881977
-72.69237983839248	62.70395066037781
-72.47669737040441	62.50429950601099
-72.24200803025596	62.30518291588939
-71.99613220627072	62.10690577090707
-71.74236314453529	61.909673048730845
-71.48202819948574	61.71364982609723
-71.2155807776714	61.518987654064006
-70.94307038031005	61.32583655210442
-70.66434642405467	61.134350801680704
-70.37914620395551	60.94469206405488
-70.08713127521493	60.75703137160517
-69.78789998897791	60.571550693966934
-69.48098819557192	60.38844441439463
-69.16586317589234	60.20792089533352
-68.84191272611838	60.03020424772411
-68.5084296949964	59.85553640309622
-68.1645913818779	59.684179589396386
-67.8094324101015	59.5164193357661
-67.44180887047318	59.35256816930471
-67.06035040020444	59.192970224652896
-66.66339516203219	59.03800708037839
-66.24890014598347	58.88810525372869
-65.81431486574171	58.74374600584864
-65.35639953103988	58.60547841726175
-64.8709566852476	58.473937200104025
-64.35242332296814	58.349867585551166
-63.79323027002908	58.234161087153886
-63.18275623213742	58.1279086181224
-62.5055405363217	58.03248249363616
-61.73805733080598	57.94966901101988
-60.842489671798816	57.88189520977151
-59.75365338364154	57.83264500156149
-58.34832609187097	57.8072956851265
-56.361497810942296	57.815021302664775
-53.09961420022896	57.87398381188602
-45.99299344034392	58.03046831331028
-11.305884278716489	58.499183526897795
-66.19460255224078	66.83575821407932
-72.1962392637136	66.78263741762373
-75.00834368016099	66.64051276758022
-75.96220669040491	66.45992052797918
-76.17383179694592	66.26512888965787
-76.12432213361629	66.06521724008967
-75.98498214943803	65.86332861146332
