Pstat_nuc	Pstat_sol	stat_sol	stat_nuc	PstatDimer_nuc	species_test	PstatDimer_sol	statKinase_sol
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.9999511976745173	0.0007137340101802986	0.0	0.0	0.0	0.0
0.0	0.0	0.9999070308734895	0.0013596734752130963	0.0	0.0	0.0	0.0
0.0	0.0	0.9998670507204804	0.0019443832129695418	0.0	0.0	0.0	0.0
0.0	0.0	0.9998308533456155	0.002473769820366276	0.0	0.0	0.0	0.0
0.0	0.0	0.9997980751058204	0.002953151577370003	0.0	0.0	0.0	0.0
0.0	0.0	0.9997683883482644	0.003387320406626294	0.0	0.0	0.0	0.0
0.0	0.0	0.9997414976622209	0.0037805966900117346	0.0	0.0	0.0	0.0
0.0	0.0	0.9997171365549269	0.0041368778841884115	0.0	0.0	0.0	0.0
0.0	0.0	0.9996950644979029	0.004459681718164508	0.0	0.0	0.0	0.0
0.0	0.0	0.9996750642946701	0.0047521846904430304	0.0	0.0	0.0	0.0
0.0	0.0	0.9996569397351855	0.005017256372903687	0.0	0.0	0.0	0.0
0.0	0.0	0.9996405135004391	0.005257490056071273	0.0	0.0	0.0	0.0
0.0	0.0	0.9996256252883324	0.005475230158129662	0.0	0.0	0.0	0.0
0.0	0.0	0.9996121301352845	0.0056725967714563045	0.0	0.0	0.0	0.0
0.0	0.0	0.9995998969116651	0.0058515076668909935	0.0	0.0	0.0	0.0
0.0	0.0	0.9995888069728815	0.006013698021600446	0.0	0.0	0.0	0.0
0.0	0.0	0.9995787529394389	0.006160738260698813	0.0	0.0	0.0	0.0
0.0	0.0	0.9995696376140115	0.006294049895073468	0.0	0.0	0.0	0.0
0.0	0.0	0.9995613729966079	0.0064149199246023355	0.0	0.0	0.0	0.0
0.0	0.0	0.9995538794000761	0.006524513773877412	0.0	0.0	0.0	0.0
0.0	0.0	0.9995470846536504	0.006623886940355211	0.0	0.0	0.0	0.0
0.0	0.0	0.9995409233851407	0.0067139954923098035	0.0	0.0	0.0	0.0
0.0	0.0	0.9995353363724526	0.006795705552874302	0.0	0.0	0.0	0.0
0.0	0.0	0.9995302699588682	0.006869801851544612	0.0	0.0	0.0	0.0
0.0	0.0	0.999525675525348	0.006936995441776899	0.0	0.0	0.0	0.0
0.0	0.0	0.9995215090122834	0.006997930695346864	0.0	0.0	0.0	0.0
0.0	0.0	0.9995177304892776	0.007053191594305285	0.0	0.0	0.0	0.0
0.0	0.0	0.9995143037650982	0.0071033074354293155	0.0	0.0	0.0	0.0
0.0	0.0	0.9995111960357074	0.007148757977769221	0.0	0.0	0.0	0.0
0.0	0.0	0.9995083775641268	0.007189978124636325	0.0	0.0	0.0	0.0
0.0	0.0	0.9995058213936506	0.007227362117851215	0.0	0.0	0.0	0.0
0.0	0.0	0.9995035030847819	0.007261267385057914	0.0	0.0	0.0	0.0
0.0	0.0	0.999501400481036	0.00729201796484006	0.0	0.0	0.0	0.0
0.0	0.0	0.9994994934931861	0.007319907662143961	0.0	0.0	0.0	0.0
0.0	0.0	0.9994977639067341	0.0073452028640069245	0.0	0.0	0.0	0.0
0.0	0.0	0.9994961952056622	0.007368145117182768	0.0	0.0	0.0	0.0
0.0	0.0	0.9994947724139931	0.007388953445343701	0.0	0.0	0.0	0.0
0.0	0.0	0.9994934819516916	0.007407826456501467	0.0	0.0	0.0	0.0
0.0	0.0	0.9994923115040516	0.0074249442532368275	0.0	0.0	0.0	0.0
0.0	0.0	0.9994912499040439	0.007440470153349907	0.0	0.0	0.0	0.0
0.0	0.0	0.9994902870238458	0.007454552276249856	0.0	0.0	0.0	0.0
0.0	0.0	0.9994894136796478	0.007467324935143487	0.0	0.0	0.0	0.0
0.0	0.0	0.9994886215423371	0.007478909943314344	0.0	0.0	0.0	0.0
0.0	0.0	0.9994879030585306	0.0074894177689815026	0.0	0.0	0.0	0.0
0.0	0.0	0.9994872513774838	0.00749894860429318	0.0	0.0	0.0	0.0
0.0	0.0	0.9994866602863557	0.007507593312042711	0.0	0.0	0.0	0.0
0.0	0.0	0.9994861241502001	0.007515434303317131	0.0	0.0	0.0	0.0
0.0	0.0	0.9994856378585685	0.007522546318430436	0.0	0.0	0.0	0.0
0.0	0.0	0.999485196776408	0.007528997145027746	0.0	0.0	0.0	0.0
0.0	0.0	0.999484796699927	0.007534848263562277	0.0	0.0	0.0	0.0
0.0	0.0	0.9994844338162392	0.007540155437499134	0.0	0.0	0.0	0.0
0.0	0.0	0.9994841046671713	0.0075449692426162425	0.0	0.0	0.0	0.0
0.0	0.0	0.9994838061162233	0.007549335550232622	0.0	0.0	0.0	0.0
